metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,0.25,0.37
RTT,system,h3,h4,0.33,0.52
Packet Loss,field,h2,h3,0.0,0.0
Packet Loss,system,h3,h4,0.0,0.0
Throughput,field,h2,h3,4.87,0.03
Throughput,system,h3,h4,4.64,0.1
