cmd_id,origin_cycle,ts_received,bus,breaker_DT
0,0,1780259817.628399,1,1
0,0,1780259817.628399,2,1
0,0,1780259817.628399,3,1
0,0,1780259817.628399,4,1
0,0,1780259817.628399,5,1
0,0,1780259818.629313,1,1
0,0,1780259818.629313,2,1
0,0,1780259818.629313,3,1
0,0,1780259818.629313,4,1
0,0,1780259818.629313,5,1
0,0,1780259819.631064,1,1
0,0,1780259819.631064,2,1
0,0,1780259819.631064,3,1
0,0,1780259819.631064,4,1
0,0,1780259819.631064,5,1
0,0,1780259820.631784,1,1
0,0,1780259820.631784,2,1
0,0,1780259820.631784,3,1
0,0,1780259820.631784,4,1
0,0,1780259820.631784,5,1
0,0,1780259821.632654,1,1
0,0,1780259821.632654,2,1
0,0,1780259821.632654,3,1
0,0,1780259821.632654,4,1
0,0,1780259821.632654,5,1
0,0,1780259823.116825,1,1
0,0,1780259823.116825,2,1
0,0,1780259823.116825,3,1
0,0,1780259823.116825,4,1
0,0,1780259823.116825,5,1
66,79,1780260396.313240,1,0
66,79,1780260396.313240,2,0
66,79,1780260396.313240,3,0
66,79,1780260396.313240,4,1
66,79,1780260396.313240,5,1
70,88,1780260397.315182,1,0
70,88,1780260397.315182,2,0
70,88,1780260397.315182,3,0
70,88,1780260397.315182,4,1
70,88,1780260397.315182,5,1
74,94,1780260398.334294,1,1
74,94,1780260398.334294,2,0
74,94,1780260398.334294,3,0
74,94,1780260398.334294,4,1
74,94,1780260398.334294,5,1
74,94,1780260399.335606,1,1
74,94,1780260399.335606,2,0
74,94,1780260399.335606,3,0
74,94,1780260399.335606,4,1
74,94,1780260399.335606,5,1
74,94,1780260400.337951,1,1
74,94,1780260400.337951,2,0
74,94,1780260400.337951,3,0
74,94,1780260400.337951,4,1
74,94,1780260400.337951,5,1
