cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
7,1780254423.652571,1,1,1.020000,839.313751,1
7,1780254423.652571,2,2,1.010802,444.192838,1
7,1780254423.652571,3,3,1.009240,95.788033,1
7,1780254423.652571,4,4,1.010000,476.797802,1
7,1780254423.652571,5,,1.007112,0.000000,1
8,1780254424.652879,1,1,1.020000,880.194688,1
8,1780254424.652879,2,2,1.010118,479.776626,1
8,1780254424.652879,3,3,1.008395,151.175795,1
8,1780254424.652879,4,4,1.010000,464.733157,1
8,1780254424.652879,5,,1.007011,0.000000,1
9,1780254425.842503,1,1,1.020000,721.515529,1
9,1780254425.842503,2,2,1.010719,405.941091,1
9,1780254425.842503,3,3,1.008869,109.856744,1
9,1780254425.842503,4,4,1.010000,460.974731,1
9,1780254425.842503,5,,1.007035,0.000000,1
10,1780254426.844062,1,1,1.020000,757.072659,1
10,1780254426.844062,2,2,1.010955,383.406015,1
10,1780254426.844062,3,3,1.009387,82.066972,1
10,1780254426.844062,4,4,1.010000,465.604675,1
10,1780254426.844062,5,,1.007514,0.000000,1
11,1780254427.844806,1,1,1.020000,890.152620,1
11,1780254427.844806,2,2,1.010292,471.122758,1
11,1780254427.844806,3,3,1.008745,153.420103,1
11,1780254427.844806,4,4,1.010000,497.928374,1
11,1780254427.844806,5,,1.007170,0.000000,1
12,1780254428.844915,1,1,1.020000,836.895247,1
12,1780254428.844915,2,2,1.010173,404.085079,1
12,1780254428.844915,3,3,1.008606,139.646868,1
12,1780254428.844915,4,4,1.010000,461.322727,1
12,1780254428.844915,5,,1.007542,0.000000,1
13,1780254429.845447,1,1,1.020000,900.936455,1
13,1780254429.845447,2,2,1.009784,490.707632,1
13,1780254429.845447,3,3,1.008218,195.823788,1
13,1780254429.845447,4,4,1.010000,507.140438,1
13,1780254429.845447,5,,1.006860,0.000000,1
14,1780254430.856943,1,1,1.020000,795.703762,1
14,1780254430.856943,2,2,1.010492,475.729995,1
14,1780254430.856943,3,3,1.008645,162.959800,1
14,1780254430.856943,4,4,1.010000,507.140438,1
14,1780254430.856943,5,,1.006860,0.000000,1
15,1780254431.857202,1,1,1.020000,860.275822,1
15,1780254431.857202,2,2,1.010140,524.855889,1
15,1780254431.857202,3,3,1.008296,176.619507,1
15,1780254431.857202,4,4,1.010000,479.844946,1
15,1780254431.857202,5,,1.007393,0.000000,1
17,1780254432.873558,1,1,1.020000,792.914575,1
17,1780254432.873558,2,2,1.010780,502.538105,1
17,1780254432.873558,3,3,1.008682,127.955194,1
17,1780254432.873558,4,4,1.010000,469.999054,1
17,1780254432.873558,5,,1.006850,0.000000,1
18,1780254434.224160,1,1,1.020000,761.345348,1
18,1780254434.224160,2,2,1.010874,470.003868,1
18,1780254434.224160,3,3,1.008805,115.284255,1
18,1780254434.224160,4,4,1.010000,452.844615,1
