cmd_id,origin_cycle,ts_received,ts_sent,bus,breaker_DT
0,0,1780258992.507726,1780258992.518987,1,1
0,0,1780258992.507726,1780258992.518987,2,1
0,0,1780258992.507726,1780258992.518987,3,1
0,0,1780258992.507726,1780258992.518987,4,1
0,0,1780258992.507726,1780258992.518987,5,1
0,0,1780258993.510818,1780258993.519663,1,1
0,0,1780258993.510818,1780258993.519663,2,1
0,0,1780258993.510818,1780258993.519663,3,1
0,0,1780258993.510818,1780258993.519663,4,1
0,0,1780258993.510818,1780258993.519663,5,1
0,0,1780258994.549603,1780258994.555905,1,1
0,0,1780258994.549603,1780258994.555905,2,1
0,0,1780258994.549603,1780258994.555905,3,1
0,0,1780258994.549603,1780258994.555905,4,1
0,0,1780258994.549603,1780258994.555905,5,1
0,0,1780258995.550586,1780258995.562769,1,1
0,0,1780258995.550586,1780258995.562769,2,1
0,0,1780258995.550586,1780258995.562769,3,1
0,0,1780258995.550586,1780258995.562769,4,1
0,0,1780258995.550586,1780258995.562769,5,1
1,6,1780258996.551781,1780258996.563441,1,1
1,6,1780258996.551781,1780258996.563441,2,1
1,6,1780258996.551781,1780258996.563441,3,1
1,6,1780258996.551781,1780258996.563441,4,1
1,6,1780258996.551781,1780258996.563441,5,1
2,7,1780258997.552942,1780258997.562196,1,1
2,7,1780258997.552942,1780258997.562196,2,1
2,7,1780258997.552942,1780258997.562196,3,1
2,7,1780258997.552942,1780258997.562196,4,1
2,7,1780258997.552942,1780258997.562196,5,1
3,8,1780258998.554138,1780258998.562869,1,1
3,8,1780258998.554138,1780258998.562869,2,1
3,8,1780258998.554138,1780258998.562869,3,1
3,8,1780258998.554138,1780258998.562869,4,1
3,8,1780258998.554138,1780258998.562869,5,1
4,9,1780258999.555839,1780258999.567129,1,1
4,9,1780258999.555839,1780258999.567129,2,1
4,9,1780258999.555839,1780258999.567129,3,1
4,9,1780258999.555839,1780258999.567129,4,1
4,9,1780258999.555839,1780258999.567129,5,1
5,10,1780259000.568853,1780259000.580659,1,1
5,10,1780259000.568853,1780259000.580659,2,1
5,10,1780259000.568853,1780259000.580659,3,1
5,10,1780259000.568853,1780259000.580659,4,1
5,10,1780259000.568853,1780259000.580659,5,1
6,11,1780259001.579937,1780259001.591508,1,1
6,11,1780259001.579937,1780259001.591508,2,1
6,11,1780259001.579937,1780259001.591508,3,1
6,11,1780259001.579937,1780259001.591508,4,1
6,11,1780259001.579937,1780259001.591508,5,1
7,12,1780259002.581072,1780259002.591178,1,1
7,12,1780259002.581072,1780259002.591178,2,1
7,12,1780259002.581072,1780259002.591178,3,1
7,12,1780259002.581072,1780259002.591178,4,1
7,12,1780259002.581072,1780259002.591178,5,1
8,13,1780259003.589537,1780259003.602952,1,1
8,13,1780259003.589537,1780259003.602952,2,1
8,13,1780259003.589537,1780259003.602952,3,1
8,13,1780259003.589537,1780259003.602952,4,1
8,13,1780259003.589537,1780259003.602952,5,1
9,14,1780259004.590200,1780259004.598809,1,1
9,14,1780259004.590200,1780259004.598809,2,1
9,14,1780259004.590200,1780259004.598809,3,1
9,14,1780259004.590200,1780259004.598809,4,1
9,14,1780259004.590200,1780259004.598809,5,1
10,15,1780259005.594384,1780259005.602970,1,1
10,15,1780259005.594384,1780259005.602970,2,1
10,15,1780259005.594384,1780259005.602970,3,1
10,15,1780259005.594384,1780259005.602970,4,1
10,15,1780259005.594384,1780259005.602970,5,1
11,16,1780259006.597390,1780259006.608024,1,1
11,16,1780259006.597390,1780259006.608024,2,1
11,16,1780259006.597390,1780259006.608024,3,1
11,16,1780259006.597390,1780259006.608024,4,1
11,16,1780259006.597390,1780259006.608024,5,1
11,16,1780259007.734147,1780259007.747407,1,1
11,16,1780259007.734147,1780259007.747407,2,1
11,16,1780259007.734147,1780259007.747407,3,1
11,16,1780259007.734147,1780259007.747407,4,1
11,16,1780259007.734147,1780259007.747407,5,1
12,17,1780259008.744960,1780259008.786538,1,1
12,17,1780259008.744960,1780259008.786538,2,1
12,17,1780259008.744960,1780259008.786538,3,1
12,17,1780259008.744960,1780259008.786538,4,1
12,17,1780259008.744960,1780259008.786538,5,1
13,19,1780259009.750894,1780259009.791998,1,1
13,19,1780259009.750894,1780259009.791998,2,1
13,19,1780259009.750894,1780259009.791998,3,1
13,19,1780259009.750894,1780259009.791998,4,1
13,19,1780259009.750894,1780259009.791998,5,1
14,19,1780259010.799332,1780259010.828196,1,1
14,19,1780259010.799332,1780259010.828196,2,1
14,19,1780259010.799332,1780259010.828196,3,1
14,19,1780259010.799332,1780259010.828196,4,1
14,19,1780259010.799332,1780259010.828196,5,1
15,20,1780259011.801058,1780259011.840325,1,1
15,20,1780259011.801058,1780259011.840325,2,1
15,20,1780259011.801058,1780259011.840325,3,1
15,20,1780259011.801058,1780259011.840325,4,1
15,20,1780259011.801058,1780259011.840325,5,1
16,21,1780259012.886024,1780259012.895323,1,1
16,21,1780259012.886024,1780259012.895323,2,1
16,21,1780259012.886024,1780259012.895323,3,1
16,21,1780259012.886024,1780259012.895323,4,1
16,21,1780259012.886024,1780259012.895323,5,1
17,22,1780259013.886884,1780259013.899143,1,1
17,22,1780259013.886884,1780259013.899143,2,1
17,22,1780259013.886884,1780259013.899143,3,1
17,22,1780259013.886884,1780259013.899143,4,1
17,22,1780259013.886884,1780259013.899143,5,1
18,24,1780259015.560207,1780259015.580487,1,1
18,24,1780259015.560207,1780259015.580487,2,1
18,24,1780259015.560207,1780259015.580487,3,1
18,24,1780259015.560207,1780259015.580487,4,1
18,24,1780259015.560207,1780259015.580487,5,1
19,24,1780259016.631232,1780259016.652523,1,1
19,24,1780259016.631232,1780259016.652523,2,1
19,24,1780259016.631232,1780259016.652523,3,1
19,24,1780259016.631232,1780259016.652523,4,1
19,24,1780259016.631232,1780259016.652523,5,1
20,25,1780259017.631394,1780259017.649148,1,1
20,25,1780259017.631394,1780259017.649148,2,1
20,25,1780259017.631394,1780259017.649148,3,1
20,25,1780259017.631394,1780259017.649148,4,1
20,25,1780259017.631394,1780259017.649148,5,1
21,27,1780259018.632702,1780259018.648767,1,1
21,27,1780259018.632702,1780259018.648767,2,1
21,27,1780259018.632702,1780259018.648767,3,1
21,27,1780259018.632702,1780259018.648767,4,1
21,27,1780259018.632702,1780259018.648767,5,1
22,27,1780259019.637325,1780259019.648781,1,1
22,27,1780259019.637325,1780259019.648781,2,1
22,27,1780259019.637325,1780259019.648781,3,1
22,27,1780259019.637325,1780259019.648781,4,1
22,27,1780259019.637325,1780259019.648781,5,1
23,28,1780259020.644099,1780259020.652992,1,1
23,28,1780259020.644099,1780259020.652992,2,1
23,28,1780259020.644099,1780259020.652992,3,1
23,28,1780259020.644099,1780259020.652992,4,1
23,28,1780259020.644099,1780259020.652992,5,1
24,29,1780259021.645488,1780259021.654625,1,1
24,29,1780259021.645488,1780259021.654625,2,1
24,29,1780259021.645488,1780259021.654625,3,1
24,29,1780259021.645488,1780259021.654625,4,1
24,29,1780259021.645488,1780259021.654625,5,1
25,30,1780259022.646358,1780259022.656899,1,1
25,30,1780259022.646358,1780259022.656899,2,1
25,30,1780259022.646358,1780259022.656899,3,1
25,30,1780259022.646358,1780259022.656899,4,1
25,30,1780259022.646358,1780259022.656899,5,1
26,32,1780259023.855691,1780259023.880022,1,1
26,32,1780259023.855691,1780259023.880022,2,1
26,32,1780259023.855691,1780259023.880022,3,1
26,32,1780259023.855691,1780259023.880022,4,1
26,32,1780259023.855691,1780259023.880022,5,1
27,32,1780259024.857516,1780259024.871931,1,1
27,32,1780259024.857516,1780259024.871931,2,1
27,32,1780259024.857516,1780259024.871931,3,1
27,32,1780259024.857516,1780259024.871931,4,1
27,32,1780259024.857516,1780259024.871931,5,1
28,33,1780259025.876526,1780259025.888993,1,1
28,33,1780259025.876526,1780259025.888993,2,1
28,33,1780259025.876526,1780259025.888993,3,1
28,33,1780259025.876526,1780259025.888993,4,1
28,33,1780259025.876526,1780259025.888993,5,1
29,34,1780259026.877950,1780259026.889329,1,1
29,34,1780259026.877950,1780259026.889329,2,1
29,34,1780259026.877950,1780259026.889329,3,1
29,34,1780259026.877950,1780259026.889329,4,1
29,34,1780259026.877950,1780259026.889329,5,1
31,37,1780259027.907602,1780259027.920026,1,1
31,37,1780259027.907602,1780259027.920026,2,1
31,37,1780259027.907602,1780259027.920026,3,1
31,37,1780259027.907602,1780259027.920026,4,1
31,37,1780259027.907602,1780259027.920026,5,1
31,37,1780259029.335124,1780259029.346615,1,1
31,37,1780259029.335124,1780259029.346615,2,1
31,37,1780259029.335124,1780259029.346615,3,1
31,37,1780259029.335124,1780259029.346615,4,1
31,37,1780259029.335124,1780259029.346615,5,1
32,39,1780259030.336474,1780259030.345931,1,1
32,39,1780259030.336474,1780259030.345931,2,1
32,39,1780259030.336474,1780259030.345931,3,1
32,39,1780259030.336474,1780259030.345931,4,1
32,39,1780259030.336474,1780259030.345931,5,1
33,40,1780259031.338037,1780259031.347909,1,1
33,40,1780259031.338037,1780259031.347909,2,1
33,40,1780259031.338037,1780259031.347909,3,1
33,40,1780259031.338037,1780259031.347909,4,1
33,40,1780259031.338037,1780259031.347909,5,1
34,41,1780259032.339437,1780259032.347680,1,1
34,41,1780259032.339437,1780259032.347680,2,1
34,41,1780259032.339437,1780259032.347680,3,1
34,41,1780259032.339437,1780259032.347680,4,1
34,41,1780259032.339437,1780259032.347680,5,1
35,42,1780259033.352730,1780259033.364859,1,1
35,42,1780259033.352730,1780259033.364859,2,1
35,42,1780259033.352730,1780259033.364859,3,1
35,42,1780259033.352730,1780259033.364859,4,1
35,42,1780259033.352730,1780259033.364859,5,1
36,43,1780259034.357170,1780259034.368478,1,1
36,43,1780259034.357170,1780259034.368478,2,1
36,43,1780259034.357170,1780259034.368478,3,1
36,43,1780259034.357170,1780259034.368478,4,1
36,43,1780259034.357170,1780259034.368478,5,1
37,44,1780259035.358464,1780259035.367778,1,1
37,44,1780259035.358464,1780259035.367778,2,1
37,44,1780259035.358464,1780259035.367778,3,1
37,44,1780259035.358464,1780259035.367778,4,1
37,44,1780259035.358464,1780259035.367778,5,1
38,45,1780259036.375264,1780259036.385082,1,1
38,45,1780259036.375264,1780259036.385082,2,1
38,45,1780259036.375264,1780259036.385082,3,1
38,45,1780259036.375264,1780259036.385082,4,1
38,45,1780259036.375264,1780259036.385082,5,1
39,46,1780259037.376887,1780259037.387350,1,1
39,46,1780259037.376887,1780259037.387350,2,1
39,46,1780259037.376887,1780259037.387350,3,1
39,46,1780259037.376887,1780259037.387350,4,1
39,46,1780259037.376887,1780259037.387350,5,1
40,47,1780259038.378546,1780259038.389781,1,1
