cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
6,1780254143.872856,1,1,1.020000,830.442576,1
6,1780254143.872856,2,2,1.010010,401.223943,1
6,1780254143.872856,3,3,1.008586,166.043884,1
6,1780254143.872856,4,4,1.010000,502.400532,1
6,1780254143.872856,5,,1.006996,0.000000,1
83,1780254682.746622,1,1,1.020000,862.646890,1
83,1780254682.746622,2,2,1.010170,449.827121,1
83,1780254682.746622,3,3,1.008418,154.756328,1
83,1780254682.746622,4,4,1.010000,475.056199,1
83,1780254682.746622,5,,1.006910,0.000000,1
89,1780254689.802125,1,1,1.020000,859.181645,1
89,1780254689.802125,2,2,1.010195,449.940724,1
89,1780254689.802125,3,3,1.008433,153.527717,1
89,1780254689.802125,4,4,1.010000,475.056199,1
89,1780254689.802125,5,,1.006910,0.000000,1
90,1780254690.803315,1,1,1.020000,678.324896,1
90,1780254690.803315,2,2,1.011340,395.166327,1
90,1780254690.803315,3,3,1.009606,80.846228,1
90,1780254690.803315,4,4,1.010000,494.529900,1
90,1780254690.803315,5,,1.006782,0.000000,1
91,1780254691.804572,1,1,1.020000,787.236737,1
91,1780254691.804572,2,2,1.010971,407.669651,1
91,1780254691.804572,3,3,1.009336,107.529915,1
91,1780254691.804572,4,4,1.010000,507.282375,1
91,1780254691.804572,5,,1.006638,0.000000,1
92,1780254692.833923,1,1,1.020000,779.276006,1
92,1780254692.833923,2,2,1.010825,378.964844,1
92,1780254692.833923,3,3,1.009041,106.422516,1
92,1780254692.833923,4,4,1.010000,468.604680,1
92,1780254692.833923,5,,1.007256,0.000000,1
93,1780254693.834250,1,1,1.020000,914.644180,1
93,1780254693.834250,2,2,1.009510,488.903391,1
93,1780254693.834250,3,3,1.007857,217.290146,1
93,1780254693.834250,4,4,1.010000,493.188002,1
93,1780254693.834250,5,,1.007071,0.000000,1
