cycle_id,ts_received,ts_sent,bus,V_received,I_received,P_sent,Q_sent,breaker_actual
0,1780254139.636028,1780254139.636127,1,0.000000,0.000000,0.000000,0.000000,0
0,1780254139.636784,1780254139.636863,2,0.000000,0.000000,0.000000,0.000000,0
0,1780254139.636997,1780254139.637064,3,0.000000,0.000000,0.000000,0.000000,0
0,1780254139.637181,1780254139.637245,4,0.000000,0.000000,0.000000,0.000000,0
0,1780254139.637359,1780254139.637421,5,0.000000,0.000000,0.000000,0.000000,0
0,1780254140.654222,1780254140.654335,1,0.000000,0.000000,0.000000,0.000000,0
0,1780254140.654812,1780254140.654951,2,0.000000,0.000000,0.000000,0.000000,0
0,1780254140.655132,1780254140.655264,3,0.000000,0.000000,0.000000,0.000000,0
0,1780254140.655436,1780254140.655537,4,0.000000,0.000000,0.000000,0.000000,0
0,1780254140.655694,1780254140.655792,5,0.000000,0.000000,0.000000,0.000000,0
4,1780254141.667058,1780254141.667152,1,1.019000,842.700000,157.945692,42.664240,1
4,1780254141.667515,1780254141.667707,2,1.009000,439.533333,76.637898,35.583865,1
4,1780254141.668273,1780254141.668374,3,1.006000,444.800000,79.201204,31.550872,1
4,1780254141.668521,1780254141.668610,4,1.013000,466.633333,80.352748,40.675361,1
4,1780254141.668745,1780254141.668863,5,1.010000,467.133333,87.517743,20.518569,1
5,1780254142.669553,1780254142.669688,1,1.021000,887.300000,168.581814,37.042294,1
5,1780254142.670001,1780254142.670135,2,1.005000,430.066667,74.154733,35.809696,1
5,1780254142.670309,1780254142.670412,3,1.009000,465.500000,84.369162,29.831578,1
5,1780254142.670574,1780254142.670675,4,1.004000,515.200000,79.117079,58.761126,1
5,1780254142.671005,1780254142.671161,5,1.004000,481.200000,88.015950,26.943644,1
6,1780254143.671183,1780254143.671298,1,1.020000,828.300000,156.284406,38.549605,1
6,1780254143.671619,1780254143.671762,2,1.011000,440.333333,78.617443,31.832761,1
6,1780254143.671921,1780254143.672015,3,1.009000,368.200000,62.904750,32.453186,1
6,1780254143.672138,1780254143.672227,4,1.008000,494.533333,80.253896,50.789443,1
6,1780254143.672353,1780254143.672435,5,1.008000,501.900000,93.893296,21.795433,1
7,1780254144.720913,1780254144.721004,1,1.018000,837.633333,159.896296,28.765790,1
7,1780254144.721290,1780254144.721379,2,1.009000,401.933333,74.053452,22.054432,1
7,1780254144.721511,1780254144.721593,3,1.010000,409.333333,76.216264,19.888073,1
7,1780254144.721731,1780254144.721836,4,1.008000,458.400000,79.584205,37.638087,1
7,1780254144.721979,1780254144.722060,5,1.005000,477.800000,88.935769,21.460117,1
90,1780254690.179668,1780254690.179768,1,1.023000,678.033333,126.775238,37.318800,1
90,1780254690.182245,1780254690.182408,2,1.015000,287.633333,50.739787,22.791478,1
90,1780254690.182584,1780254690.182674,3,1.007000,354.166667,63.893533,23.126615,1
90,1780254690.182822,1780254690.182970,4,1.010000,460.400000,80.028009,38.008161,1
90,1780254690.183139,1780254690.183246,5,1.011000,492.466667,90.941903,26.979898,1
91,1780254691.211648,1780254691.211772,1,1.013000,786.700000,148.585736,31.243365,1
91,1780254691.212056,1780254691.212192,2,1.005000,384.533333,70.787648,20.259564,1
91,1780254691.212363,1780254691.212471,3,1.009000,360.900000,64.849048,24.660096,1
91,1780254691.212652,1780254691.212752,4,1.009000,479.300000,80.125627,45.495145,1
91,1780254691.212912,1780254691.213015,5,1.007000,507.100000,92.874785,28.982328,1
92,1780254692.213411,1780254692.213558,1,1.019000,778.066667,147.251534,33.698156,1
92,1780254692.213904,1780254692.214051,2,1.015000,398.666667,75.337766,16.368995,1
92,1780254692.214326,1780254692.214467,3,1.006000,374.133333,63.269438,33.752842,1
92,1780254692.214691,1780254692.214856,4,1.004000,459.300000,79.239524,37.950003,1
92,1780254692.215093,1780254692.215222,5,1.001000,471.533333,87.869631,19.135149,1
93,1780254693.214158,1780254693.214282,1,1.016000,913.633333,173.017890,36.643327,1
93,1780254693.214573,1780254693.214686,2,1.009000,439.333333,78.689127,30.677420,1
93,1780254693.214859,1780254693.214965,3,1.006000,478.633333,81.354189,42.397513,1
93,1780254693.215108,1780254693.215193,4,1.015000,523.500000,80.401828,61.516859,1
93,1780254693.215338,1780254693.215425,5,1.008000,492.733333,92.273064,20.985533,1
94,1780254694.214621,1780254694.214738,1,1.019000,766.600000,145.453511,31.531565,1
94,1780254694.214992,1780254694.215081,2,1.009000,287.966667,53.244098,15.154644,1
94,1780254694.215228,1780254694.215314,3,1.004000,475.300000,84.918383,32.482918,1
94,1780254694.215438,1780254694.215533,4,1.013000,448.466667,80.444359,31.945259,1
94,1780254694.215673,1780254694.215768,5,1.008000,455.100000,86.475401,12.692135,1
94,1780254695.215663,1780254695.215787,1,1.019000,766.600000,145.453511,31.531565,1
94,1780254695.216474,1780254695.216621,2,1.009000,287.966667,53.244098,15.154644,1
94,1780254695.216826,1780254695.216940,3,1.004000,475.300000,84.918383,32.482918,1
94,1780254695.217121,1780254695.217227,4,1.013000,448.466667,80.444359,31.945259,1
94,1780254695.217403,1780254695.217519,5,1.008000,455.100000,86.475401,12.692135,1
