metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,2.21,5.19
RTT,system,h3,h4,21.2,68.77
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
Throughput,field,h2,h3,0.96,0
Throughput,system,h3,h4,5.23,0
