timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-08 00:15:58.388885,1,field,h2,h3,0.96,ok,,
2026-05-08 00:16:06.711042,1,system,h3,h4,5.23,ok,,
