cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
88,1780254915.542382,1,1,1.020000,1107.710329,1
88,1780254915.542382,2,2,1.010816,820.034097,1
88,1780254915.542382,3,3,1.009271,556.195657,1
88,1780254915.542382,4,4,1.010000,510.446246,1
88,1780254915.542382,5,,1.006763,0.000000,1
6,1780254923.750117,1,1,1.020000,830.442576,1
6,1780254923.750117,2,2,1.010010,401.223943,1
6,1780254923.750117,3,3,1.008586,166.043884,1
6,1780254923.750117,4,4,1.010000,502.400532,1
6,1780254923.750117,5,,1.006996,0.000000,1
7,1780254924.758318,1,1,1.020000,839.313751,1
7,1780254924.758318,2,2,1.010802,444.192838,1
7,1780254924.758318,3,3,1.009240,95.788033,1
7,1780254924.758318,4,4,1.010000,476.797802,1
7,1780254924.758318,5,,1.007112,0.000000,1
8,1780254925.773012,1,1,1.020000,909.353434,1
8,1780254925.773012,2,2,1.010105,510.968160,1
8,1780254925.773012,3,3,1.008387,173.053584,1
8,1780254925.773012,4,4,1.010000,502.685575,1
8,1780254925.773012,5,,1.006629,0.000000,1
9,1780254926.810848,1,1,1.020000,682.070896,1
9,1780254926.810848,2,2,1.010979,365.314707,1
9,1780254926.810848,3,3,1.009226,83.242377,1
9,1780254926.810848,4,4,1.010000,464.460983,1
9,1780254926.810848,5,,1.007012,0.000000,1
10,1780254927.816487,1,1,1.020000,962.015737,1
10,1780254927.816487,2,2,1.008864,408.661231,1
10,1780254927.816487,3,3,1.007770,208.208021,1
10,1780254927.816487,4,4,1.010000,460.748004,1
10,1780254927.816487,5,,1.007540,0.000000,1
11,1780254928.854969,1,1,1.020000,960.278039,1
11,1780254928.854969,2,2,1.010883,603.964882,1
11,1780254928.854969,3,3,1.009332,309.933216,1
11,1780254928.854969,4,4,1.010000,705.206768,1
11,1780254928.854969,5,,1.005550,0.000000,1
12,1780254929.933518,1,1,1.020000,1338.367451,1
12,1780254929.933518,2,2,1.009116,931.117245,1
12,1780254929.933518,3,3,1.007293,477.664569,1
12,1780254929.933518,4,4,1.010000,748.015818,1
12,1780254929.933518,5,,1.005741,0.000000,1
13,1780254930.947337,1,1,1.020000,932.287752,1
13,1780254930.947337,2,2,1.005712,605.436376,1
13,1780254930.947337,3,3,1.001946,0.000000,0
13,1780254930.947337,4,4,0.000000,0.000000,0
13,1780254930.947337,5,,0.000000,0.000000,1
14,1780254931.956161,1,1,1.020000,0.000000,0
14,1780254931.956161,2,2,0.000000,0.000000,0
14,1780254931.956161,3,3,0.000000,0.000000,0
14,1780254931.956161,4,4,0.000000,0.000000,0
14,1780254931.956161,5,,0.000000,0.000000,1
15,1780254932.979191,1,1,1.020000,831.785068,1
15,1780254932.979191,2,2,1.009827,415.265422,1
15,1780254932.979191,3,3,1.008253,147.980397,1
15,1780254932.979191,4,4,1.010000,0.000000,0
15,1780254932.979191,5,,0.000000,0.000000,1
16,1780254933.984692,1,1,1.020000,351.606638,1
16,1780254933.984692,2,2,1.014806,0.000000,0
16,1780254933.984692,3,3,0.000000,0.000000,0
16,1780254933.984692,4,4,0.000000,0.000000,0
16,1780254933.984692,5,,0.000000,0.000000,1
17,1780254935.007894,1,1,1.020000,1206.808895,1
17,1780254935.007894,2,2,1.010555,934.830215,1
17,1780254935.007894,3,3,1.008508,550.277784,1
17,1780254935.007894,4,4,1.010000,460.550250,1
17,1780254935.007894,5,,1.007546,0.000000,1
18,1780254936.018949,1,1,1.020000,924.025418,1
18,1780254936.018949,2,2,1.007538,484.364202,1
18,1780254936.018949,3,3,1.004972,0.000000,0
18,1780254936.018949,4,4,0.000000,0.000000,0
18,1780254936.018949,5,,0.000000,0.000000,1
19,1780254937.021592,1,1,1.020000,0.000000,0
19,1780254937.021592,2,2,0.000000,0.000000,0
19,1780254937.021592,3,3,0.000000,0.000000,0
19,1780254937.021592,4,4,0.000000,0.000000,1
19,1780254937.021592,5,,0.000000,0.000000,1
20,1780254938.191784,1,1,1.020000,1183.337844,1
20,1780254938.191784,2,2,1.008352,679.766485,1
20,1780254938.191784,3,3,1.006198,322.009428,1
20,1780254938.191784,4,4,1.010000,0.000000,0
20,1780254938.191784,5,,0.000000,0.000000,1
21,1780254939.272491,1,1,1.020000,619.201574,1
21,1780254939.272491,2,2,1.012360,0.000000,0
21,1780254939.272491,3,3,0.000000,0.000000,0
21,1780254939.272491,4,4,0.000000,0.000000,1
21,1780254939.272491,5,,0.000000,0.000000,1
22,1780254940.286774,1,1,1.020000,0.000000,0
22,1780254940.286774,2,2,0.000000,0.000000,1
22,1780254940.286774,3,3,0.000000,0.000000,0
22,1780254940.286774,4,4,0.000000,0.000000,1
22,1780254940.286774,5,,0.000000,0.000000,1
23,1780254941.330500,1,1,1.020000,782.127130,1
23,1780254941.330500,2,2,1.009104,379.121789,1
23,1780254941.330500,3,3,1.006944,0.000000,0
23,1780254941.330500,4,4,0.000000,0.000000,1
23,1780254941.330500,5,,0.000000,0.000000,1
25,1780254942.535311,1,1,1.020000,1210.722648,1
25,1780254942.535311,2,2,1.009821,845.155929,1
25,1780254942.535311,3,3,1.008419,542.561891,1
25,1780254942.535311,4,4,1.010000,453.155868,1
25,1780254942.535311,5,,1.007380,0.000000,1
26,1780254943.536406,1,1,1.020000,1180.705815,1
26,1780254943.536406,2,2,1.010390,865.056338,1
26,1780254943.536406,3,3,1.008816,535.810902,1
26,1780254943.536406,4,4,1.010000,472.679412,1
26,1780254943.536406,5,,1.006980,0.000000,1
27,1780254944.855243,1,1,1.020000,432.590742,1
27,1780254944.855243,2,2,1.014233,0.000000,0
27,1780254944.855243,3,3,0.000000,0.000000,0
27,1780254944.855243,4,4,0.000000,0.000000,1
27,1780254944.855243,5,,0.000000,0.000000,1
28,1780254945.865110,1,1,1.020000,0.000000,0
28,1780254945.865110,2,2,0.000000,0.000000,0
28,1780254945.865110,3,3,0.000000,0.000000,0
28,1780254945.865110,4,4,0.000000,0.000000,1
28,1780254945.865110,5,,0.000000,0.000000,1
29,1780254946.869608,1,1,1.020000,740.577200,1
29,1780254946.869608,2,2,1.009546,411.014941,1
29,1780254946.869608,3,3,1.007127,0.000000,0
29,1780254946.869608,4,4,0.000000,0.000000,1
29,1780254946.869608,5,,0.000000,0.000000,1
30,1780254947.870235,1,1,1.020000,483.095823,1
30,1780254947.870235,2,2,1.012742,0.000000,0
30,1780254947.870235,3,3,0.000000,0.000000,0
30,1780254947.870235,4,4,0.000000,0.000000,1
30,1780254947.870235,5,,0.000000,0.000000,1
31,1780254948.873284,1,1,1.020000,1486.438894,1
31,1780254948.873284,2,2,1.007827,944.101782,1
31,1780254948.873284,3,3,1.006952,626.061896,1
