timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-05-17 01:48:20.463102,1,dos_heavy,field,h2,h3,0.0
2026-05-17 01:48:40.514759,2,dos_heavy,field,h2,h3,0.0
2026-05-17 01:49:00.559300,3,dos_heavy,field,h2,h3,0.0
2026-05-17 01:49:20.667840,1,dos_heavy,system,h3,h4,0.0
2026-05-17 01:49:40.729369,2,dos_heavy,system,h3,h4,0.0
2026-05-17 01:50:00.770265,3,dos_heavy,system,h3,h4,0.0
