timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-08 00:03:50.588987,1,field,h2,h3,4.87,ok,,
2026-05-08 00:03:57.997045,1,system,h3,h4,4.96,ok,,
