timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-07 23:28:15.769866,1,field,h2,h3,4.74,ok,,
2026-05-07 23:28:23.176495,1,system,h3,h4,4.34,ok,,
