cmd_id,origin_cycle,ts_received,ts_sent,bus,breaker_DT
1,5,1780260316.184308,1780260317.062591,1,1
1,5,1780260316.184308,1780260317.062591,2,1
1,5,1780260316.184308,1780260317.062591,3,0
1,5,1780260316.184308,1780260317.062591,4,0
1,5,1780260316.184308,1780260317.062591,5,0
3,8,1780260319.467624,1780260320.078619,1,0
3,8,1780260319.467624,1780260320.078619,2,0
3,8,1780260319.467624,1780260320.078619,3,0
3,8,1780260319.467624,1780260320.078619,4,1
3,8,1780260319.467624,1780260320.078619,5,1
4,9,1780260321.040703,1780260321.095640,1,0
4,9,1780260321.040703,1780260321.095640,2,0
4,9,1780260321.040703,1780260321.095640,3,0
4,9,1780260321.040703,1780260321.095640,4,1
4,9,1780260321.040703,1780260321.095640,5,1
7,14,1780260322.044254,1780260322.172581,1,0
7,14,1780260322.044254,1780260322.172581,2,0
7,14,1780260322.044254,1780260322.172581,3,0
7,14,1780260322.044254,1780260322.172581,4,1
7,14,1780260322.044254,1780260322.172581,5,1
10,18,1780260323.055868,1780260323.174941,1,1
10,18,1780260323.055868,1780260323.174941,2,1
10,18,1780260323.055868,1780260323.174941,3,1
10,18,1780260323.055868,1780260323.174941,4,0
10,18,1780260323.055868,1780260323.174941,5,0
13,21,1780260324.057032,1780260324.306803,1,1
13,21,1780260324.057032,1780260324.306803,2,0
13,21,1780260324.057032,1780260324.306803,3,0
13,21,1780260324.057032,1780260324.306803,4,1
13,21,1780260324.057032,1780260324.306803,5,1
14,22,1780260325.245160,1780260325.424876,1,1
14,22,1780260325.245160,1780260325.424876,2,1
14,22,1780260325.245160,1780260325.424876,3,1
14,22,1780260325.245160,1780260325.424876,4,1
14,22,1780260325.245160,1780260325.424876,5,1
15,23,1780260326.245542,1780260326.389086,1,1
15,23,1780260326.245542,1780260326.389086,2,1
15,23,1780260326.245542,1780260326.389086,3,1
15,23,1780260326.245542,1780260326.389086,4,1
15,23,1780260326.245542,1780260326.389086,5,0
16,24,1780260327.247391,1780260327.433149,1,1
16,24,1780260327.247391,1780260327.433149,2,1
16,24,1780260327.247391,1780260327.433149,3,0
16,24,1780260327.247391,1780260327.433149,4,1
16,24,1780260327.247391,1780260327.433149,5,1
17,25,1780260328.247670,1780260328.387908,1,0
17,25,1780260328.247670,1780260328.387908,2,0
17,25,1780260328.247670,1780260328.387908,3,0
17,25,1780260328.247670,1780260328.387908,4,1
17,25,1780260328.247670,1780260328.387908,5,1
18,26,1780260329.249208,1780260329.406319,1,0
18,26,1780260329.249208,1780260329.406319,2,0
18,26,1780260329.249208,1780260329.406319,3,0
18,26,1780260329.249208,1780260329.406319,4,1
18,26,1780260329.249208,1780260329.406319,5,0
19,27,1780260330.251804,1780260330.384465,1,1
19,27,1780260330.251804,1780260330.384465,2,1
19,27,1780260330.251804,1780260330.384465,3,0
19,27,1780260330.251804,1780260330.384465,4,1
19,27,1780260330.251804,1780260330.384465,5,1
