cmd_id,origin_cycle,ts_sent,bus,breaker_DT
8,12,1780260540.378582,1,1
8,12,1780260540.378582,2,1
8,12,1780260540.378582,3,1
8,12,1780260540.378582,4,0
8,12,1780260540.378582,5,1
9,13,1780260541.358718,1,1
9,13,1780260541.358718,2,1
9,13,1780260541.358718,3,1
9,13,1780260541.358718,4,0
9,13,1780260541.358718,5,1
10,14,1780260542.349012,1,1
10,14,1780260542.349012,2,1
10,14,1780260542.349012,3,0
10,14,1780260542.349012,4,1
10,14,1780260542.349012,5,1
11,15,1780260543.316184,1,1
11,15,1780260543.316184,2,1
11,15,1780260543.316184,3,1
11,15,1780260543.316184,4,1
11,15,1780260543.316184,5,1
12,16,1780260544.363786,1,1
12,16,1780260544.363786,2,1
12,16,1780260544.363786,3,1
12,16,1780260544.363786,4,1
12,16,1780260544.363786,5,1
13,17,1780260545.345027,1,0
13,17,1780260545.345027,2,0
13,17,1780260545.345027,3,0
13,17,1780260545.345027,4,1
13,17,1780260545.345027,5,1
14,18,1780260546.408893,1,0
14,18,1780260546.408893,2,0
14,18,1780260546.408893,3,0
14,18,1780260546.408893,4,1
14,18,1780260546.408893,5,1
15,19,1780260547.393104,1,1
15,19,1780260547.393104,2,0
15,19,1780260547.393104,3,0
15,19,1780260547.393104,4,1
15,19,1780260547.393104,5,1
16,20,1780260548.389342,1,1
16,20,1780260548.389342,2,0
16,20,1780260548.389342,3,0
16,20,1780260548.389342,4,1
16,20,1780260548.389342,5,1
17,21,1780260549.408938,1,1
17,21,1780260549.408938,2,1
17,21,1780260549.408938,3,0
17,21,1780260549.408938,4,1
17,21,1780260549.408938,5,1
18,22,1780260550.486975,1,1
18,22,1780260550.486975,2,1
18,22,1780260550.486975,3,0
18,22,1780260550.486975,4,1
18,22,1780260550.486975,5,1
19,23,1780260551.524085,1,1
19,23,1780260551.524085,2,1
19,23,1780260551.524085,3,1
19,23,1780260551.524085,4,1
19,23,1780260551.524085,5,1
20,24,1780260552.543561,1,1
20,24,1780260552.543561,2,1
20,24,1780260552.543561,3,1
20,24,1780260552.543561,4,1
20,24,1780260552.543561,5,1
21,25,1780260553.532739,1,0
21,25,1780260553.532739,2,0
21,25,1780260553.532739,3,0
21,25,1780260553.532739,4,1
21,25,1780260553.532739,5,1
22,26,1780260554.356202,1,0
22,26,1780260554.356202,2,0
22,26,1780260554.356202,3,0
22,26,1780260554.356202,4,1
22,26,1780260554.356202,5,1
23,27,1780260555.369085,1,1
23,27,1780260555.369085,2,0
23,27,1780260555.369085,3,0
23,27,1780260555.369085,4,1
23,27,1780260555.369085,5,1
24,28,1780260556.386245,1,1
24,28,1780260556.386245,2,0
24,28,1780260556.386245,3,0
24,28,1780260556.386245,4,1
24,28,1780260556.386245,5,1
25,29,1780260557.420753,1,1
25,29,1780260557.420753,2,1
25,29,1780260557.420753,3,0
25,29,1780260557.420753,4,1
25,29,1780260557.420753,5,1
26,30,1780260558.508321,1,1
26,30,1780260558.508321,2,1
26,30,1780260558.508321,3,0
26,30,1780260558.508321,4,1
26,30,1780260558.508321,5,1
27,31,1780260559.395634,1,1
27,31,1780260559.395634,2,1
27,31,1780260559.395634,3,1
27,31,1780260559.395634,4,1
27,31,1780260559.395634,5,1
28,32,1780260560.514615,1,0
28,32,1780260560.514615,2,0
28,32,1780260560.514615,3,1
28,32,1780260560.514615,4,1
