Memulai Server OPC UA
Endpoints other than open requested but private key and certificate are not set.
Listening on 10.0.2.2:4840
Memulai Modbus Gateway di 0.0.0.0:5020


[2026-05-17 01:08:34] [iter 1] [Bus 1] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, PF=0.0000, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-17 01:12:55] [iter 66] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=347.9000 A, PF=0.9237, V_out=1.0130 pu, I_out=347.9000 A, V_DT=1.0107 pu, P=62.0223 MW, Q=25.7246 MVar
[2026-05-17 01:12:55] [iter 66] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=361.9667 A, PF=0.9178, V_out=1.0070 pu, I_out=361.9667 A, V_DT=1.0072 pu, P=63.7381 MW, Q=27.5733 MVar
[2026-05-17 01:12:55] [iter 66] [Bus 4] P/Q/CMD -> V_in=1.0040 pu, I_in=466.2000 A, PF=0.8959, V_out=1.0040 pu, I_out=466.2000 A, V_DT=1.0100 pu, P=79.8949 MW, Q=39.6180 MVar
[2026-05-17 01:12:55] [iter 66] [Bus 5] P/Q/CMD -> V_in=1.0100 pu, I_in=500.3667 A, PF=0.9771, V_out=1.0100 pu, I_out=500.3667 A, V_DT=1.0081 pu, P=94.0810 MW, Q=20.4878 MVar


[2026-05-17 01:12:59] [iter 67] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=807.5333 A, PF=0.9706, V_out=1.0220 pu, I_out=807.5333 A, V_DT=1.0200 pu, P=152.6177 MW, Q=37.8475 MVar
[2026-05-17 01:12:59] [iter 67] [Bus 2] P/Q/CMD -> V_in=1.0110 pu, I_in=422.4333 A, PF=0.9492, V_out=1.0110 pu, I_out=422.4333 A, V_DT=1.0107 pu, P=77.2361 MW, Q=25.6049 MVar
[2026-05-17 01:12:59] [iter 67] [Bus 3] P/Q/CMD -> V_in=1.0030 pu, I_in=386.5667 A, PF=0.9293, V_out=1.0030 pu, I_out=386.5667 A, V_DT=1.0081 pu, P=68.6491 MW, Q=27.2828 MVar
[2026-05-17 01:12:59] [iter 67] [Bus 4] P/Q/CMD -> V_in=1.0140 pu, I_in=469.9000 A, PF=0.8831, V_out=1.0140 pu, I_out=469.9000 A, V_DT=1.0100 pu, P=80.1690 MW, Q=42.5932 MVar
[2026-05-17 01:12:59] [iter 67] [Bus 5] P/Q/CMD -> V_in=1.0040 pu, I_in=458.2000 A, PF=0.9615, V_out=1.0040 pu, I_out=458.2000 A, V_DT=1.0082 pu, P=84.2736 MW, Q=24.0861 MVar


[2026-05-17 01:13:03] [iter 68] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=810.4667 A, PF=0.9739, V_out=1.0160 pu, I_out=810.4667 A, V_DT=1.0200 pu, P=152.7906 MW, Q=35.6094 MVar
[2026-05-17 01:13:03] [iter 68] [Bus 2] P/Q/CMD -> V_in=1.0150 pu, I_in=345.8667 A, PF=0.9464, V_out=1.0150 pu, I_out=345.8667 A, V_DT=1.0102 pu, P=63.2999 MW, Q=21.6036 MVar
[2026-05-17 01:13:03] [iter 68] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=453.5000 A, PF=0.9218, V_out=1.0070 pu, I_out=453.5000 A, V_DT=1.0077 pu, P=80.2041 MW, Q=33.7301 MVar
[2026-05-17 01:13:03] [iter 68] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=486.6000 A, PF=0.8526, V_out=1.0080 pu, I_out=486.6000 A, V_DT=1.0100 pu, P=79.6767 MW, Q=48.8344 MVar
[2026-05-17 01:13:03] [iter 68] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=486.5333 A, PF=0.9585, V_out=1.0090 pu, I_out=486.5333 A, V_DT=1.0082 pu, P=89.6498 MW, Q=26.6651 MVar


[2026-05-17 01:13:07] [iter 69] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=818.4667 A, PF=0.9742, V_out=1.0160 pu, I_out=818.4667 A, V_DT=1.0200 pu, P=154.3463 MW, Q=35.7564 MVar
[2026-05-17 01:13:07] [iter 69] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=343.4333 A, PF=0.9721, V_out=1.0100 pu, I_out=343.4333 A, V_DT=1.0104 pu, P=64.2433 MW, Q=15.5019 MVar
[2026-05-17 01:13:07] [iter 69] [Bus 3] P/Q/CMD -> V_in=1.0030 pu, I_in=488.1333 A, PF=0.8953, V_out=1.0030 pu, I_out=488.1333 A, V_DT=1.0072 pu, P=83.5144 MW, Q=41.5533 MVar
[2026-05-17 01:13:07] [iter 69] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=479.8000 A, PF=0.8677, V_out=1.0080 pu, I_out=479.8000 A, V_DT=1.0100 pu, P=79.9546 MW, Q=45.8044 MVar
[2026-05-17 01:13:07] [iter 69] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=460.3000 A, PF=0.9706, V_out=1.0070 pu, I_out=460.3000 A, V_DT=1.0080 pu, P=85.7164 MW, Q=21.2567 MVar


[2026-05-17 01:13:11] [iter 70] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=879.1000 A, PF=0.9782, V_out=1.0180 pu, I_out=879.1000 A, V_DT=1.0200 pu, P=166.7889 MW, Q=35.4081 MVar
[2026-05-17 01:13:11] [iter 70] [Bus 2] P/Q/CMD -> V_in=1.0140 pu, I_in=386.3000 A, PF=0.9268, V_out=1.0140 pu, I_out=386.3000 A, V_DT=1.0103 pu, P=69.1675 MW, Q=28.0279 MVar
[2026-05-17 01:13:11] [iter 70] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=463.8667 A, PF=0.9476, V_out=1.0090 pu, I_out=463.8667 A, V_DT=1.0068 pu, P=84.5012 MW, Q=28.4874 MVar
[2026-05-17 01:13:11] [iter 70] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=496.8000 A, PF=0.8387, V_out=1.0100 pu, I_out=496.8000 A, V_DT=1.0100 pu, P=80.1794 MW, Q=52.0630 MVar
[2026-05-17 01:13:11] [iter 70] [Bus 5] P/Q/CMD -> V_in=1.0120 pu, I_in=497.4667 A, PF=0.9590, V_out=1.0120 pu, I_out=497.4667 A, V_DT=1.0082 pu, P=91.9849 MW, Q=27.1836 MVar


[2026-05-17 01:13:15] [iter 71] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=737.1000 A, PF=0.9634, V_out=1.0190 pu, I_out=737.1000 A, V_DT=1.0200 pu, P=137.8671 MW, Q=38.3618 MVar
[2026-05-17 01:13:15] [iter 71] [Bus 2] P/Q/CMD -> V_in=1.0060 pu, I_in=322.2667 A, PF=0.9020, V_out=1.0060 pu, I_out=322.2667 A, V_DT=1.0099 pu, P=55.7151 MW, Q=26.6677 MVar
[2026-05-17 01:13:15] [iter 71] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=380.5333 A, PF=0.9228, V_out=1.0050 pu, I_out=380.5333 A, V_DT=1.0071 pu, P=67.2388 MW, Q=28.0729 MVar
[2026-05-17 01:13:15] [iter 71] [Bus 4] P/Q/CMD -> V_in=1.0060 pu, I_in=484.7333 A, PF=0.8524, V_out=1.0060 pu, I_out=484.7333 A, V_DT=1.0100 pu, P=79.1950 MW, Q=48.5808 MVar
[2026-05-17 01:13:15] [iter 71] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=511.3333 A, PF=0.9529, V_out=1.0080 pu, I_out=511.3333 A, V_DT=1.0080 pu, P=93.5762 MW, Q=29.7830 MVar


[2026-05-17 01:13:19] [iter 72] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=737.5000 A, PF=0.9736, V_out=1.0180 pu, I_out=737.5000 A, V_DT=1.0200 pu, P=139.2655 MW, Q=32.6509 MVar
[2026-05-17 01:13:19] [iter 72] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=340.0333 A, PF=0.9504, V_out=1.0100 pu, I_out=340.0333 A, V_DT=1.0108 pu, P=62.1874 MW, Q=20.3516 MVar
[2026-05-17 01:13:19] [iter 72] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=361.0667 A, PF=0.9427, V_out=1.0100 pu, I_out=361.0667 A, V_DT=1.0080 pu, P=65.4991 MW, Q=23.1815 MVar
[2026-05-17 01:13:19] [iter 72] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=464.9667 A, PF=0.8941, V_out=1.0070 pu, I_out=464.9667 A, V_DT=1.0100 pu, P=79.7610 MW, Q=39.9534 MVar
[2026-05-17 01:13:19] [iter 72] [Bus 5] P/Q/CMD -> V_in=1.0100 pu, I_in=487.7000 A, PF=0.9598, V_out=1.0100 pu, I_out=487.7000 A, V_DT=1.0079 pu, P=90.0758 MW, Q=26.3419 MVar


[2026-05-17 01:13:23] [iter 73] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=847.6333 A, PF=0.9683, V_out=1.0200 pu, I_out=847.6333 A, V_DT=1.0200 pu, P=159.5040 MW, Q=41.1469 MVar
[2026-05-17 01:13:23] [iter 73] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=404.7667 A, PF=0.9004, V_out=1.0100 pu, I_out=404.7667 A, V_DT=1.0113 pu, P=70.1318 MW, Q=33.8869 MVar
[2026-05-17 01:13:23] [iter 73] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=456.6667 A, PF=0.9493, V_out=1.0040 pu, I_out=456.6667 A, V_DT=1.0086 pu, P=82.9258 MW, Q=27.4618 MVar
[2026-05-17 01:13:23] [iter 73] [Bus 4] P/Q/CMD -> V_in=1.0080 pu, I_in=479.3333 A, PF=0.8673, V_out=1.0080 pu, I_out=479.3333 A, V_DT=1.0100 pu, P=79.8401 MW, Q=45.8241 MVar
[2026-05-17 01:13:23] [iter 73] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=464.8667 A, PF=0.9670, V_out=1.0080 pu, I_out=464.8667 A, V_DT=1.0080 pu, P=86.3314 MW, Q=22.7458 MVar


[2026-05-17 01:13:27] [iter 74] [Bus 1] P/Q/CMD -> V_in=1.0160 pu, I_in=736.2667 A, PF=0.9704, V_out=1.0160 pu, I_out=736.2667 A, V_DT=1.0200 pu, P=138.3034 MW, Q=34.4196 MVar
[2026-05-17 01:13:27] [iter 74] [Bus 2] P/Q/CMD -> V_in=1.0120 pu, I_in=295.0000 A, PF=0.9766, V_out=1.0120 pu, I_out=295.0000 A, V_DT=1.0096 pu, P=55.5485 MW, Q=12.2327 MVar
[2026-05-17 01:13:27] [iter 74] [Bus 3] P/Q/CMD -> V_in=1.0090 pu, I_in=448.8333 A, PF=0.8845, V_out=1.0090 pu, I_out=448.8333 A, V_DT=1.0069 pu, P=76.3181 MW, Q=40.2549 MVar
[2026-05-17 01:13:27] [iter 74] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=456.1000 A, PF=0.9122, V_out=1.0100 pu, I_out=456.1000 A, V_DT=1.0100 pu, P=80.0617 MW, Q=35.9624 MVar
[2026-05-17 01:13:27] [iter 74] [Bus 5] P/Q/CMD -> V_in=1.0100 pu, I_in=463.3667 A, PF=0.9839, V_out=1.0100 pu, I_out=463.3667 A, V_DT=1.0082 pu, P=87.7305 MW, Q=15.9357 MVar


[2026-05-17 01:13:31] [iter 75] [Bus 1] P/Q/CMD -> V_in=1.0240 pu, I_in=812.0667 A, PF=0.9863, V_out=1.0240 pu, I_out=812.0667 A, V_DT=1.0200 pu, P=156.2622 MW, Q=26.1353 MVar
[2026-05-17 01:13:31] [iter 75] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=337.7000 A, PF=0.9641, V_out=1.0090 pu, I_out=337.7000 A, V_DT=1.0110 pu, P=62.5889 MW, Q=17.2387 MVar
[2026-05-17 01:13:31] [iter 75] [Bus 3] P/Q/CMD -> V_in=1.0100 pu, I_in=429.3000 A, PF=0.9689, V_out=1.0100 pu, I_out=429.3000 A, V_DT=1.0075 pu, P=80.0414 MW, Q=20.4422 MVar
[2026-05-17 01:13:31] [iter 75] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=446.0333 A, PF=0.9388, V_out=1.0120 pu, I_out=446.0333 A, V_DT=1.0100 pu, P=80.7373 MW, Q=29.6240 MVar
[2026-05-17 01:13:31] [iter 75] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=478.7667 A, PF=0.9880, V_out=1.0070 pu, I_out=478.7667 A, V_DT=1.0084 pu, P=90.7536 MW, Q=14.1875 MVar


[2026-05-17 01:13:35] [iter 76] [Bus 1] P/Q/CMD -> V_in=1.0180 pu, I_in=908.5333 A, PF=0.9800, V_out=1.0180 pu, I_out=908.5333 A, V_DT=1.0200 pu, P=172.6903 MW, Q=35.0663 MVar
[2026-05-17 01:13:35] [iter 76] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=421.3000 A, PF=0.9490, V_out=1.0080 pu, I_out=421.3000 A, V_DT=1.0113 pu, P=76.7841 MW, Q=25.5092 MVar
[2026-05-17 01:13:35] [iter 76] [Bus 3] P/Q/CMD -> V_in=1.0070 pu, I_in=459.6333 A, PF=0.9254, V_out=1.0070 pu, I_out=459.6333 A, V_DT=1.0085 pu, P=81.6063 MW, Q=33.4214 MVar
[2026-05-17 01:13:35] [iter 76] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=492.4667 A, PF=0.8465, V_out=1.0090 pu, I_out=492.4667 A, V_DT=1.0100 pu, P=80.1398 MW, Q=50.4023 MVar
[2026-05-17 01:13:35] [iter 76] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=499.6000 A, PF=0.9719, V_out=1.0090 pu, I_out=499.6000 A, V_DT=1.0084 pu, P=93.3444 MW, Q=22.6080 MVar


[2026-05-17 01:13:39] [iter 77] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=845.5667 A, PF=0.9735, V_out=1.0210 pu, I_out=845.5667 A, V_DT=1.0200 pu, P=160.1264 MW, Q=37.6156 MVar
[2026-05-17 01:13:39] [iter 77] [Bus 2] P/Q/CMD -> V_in=1.0060 pu, I_in=418.7667 A, PF=0.9595, V_out=1.0060 pu, I_out=418.7667 A, V_DT=1.0097 pu, P=77.0138 MW, Q=22.6112 MVar
[2026-05-17 01:13:39] [iter 77] [Bus 3] P/Q/CMD -> V_in=1.0080 pu, I_in=426.9000 A, PF=0.9033, V_out=1.0080 pu, I_out=426.9000 A, V_DT=1.0068 pu, P=74.0580 MW, Q=35.1728 MVar
[2026-05-17 01:13:39] [iter 77] [Bus 4] P/Q/CMD -> V_in=1.0130 pu, I_in=473.3000 A, PF=0.8793, V_out=1.0130 pu, I_out=473.3000 A, V_DT=1.0100 pu, P=80.3223 MW, Q=43.5062 MVar
[2026-05-17 01:13:39] [iter 77] [Bus 5] P/Q/CMD -> V_in=1.0030 pu, I_in=469.1667 A, PF=0.9755, V_out=1.0030 pu, I_out=469.1667 A, V_DT=1.0081 pu, P=87.4598 MW, Q=19.7244 MVar


[2026-05-17 01:13:43] [iter 78] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=846.1333 A, PF=0.9682, V_out=1.0210 pu, I_out=846.1333 A, V_DT=1.0200 pu, P=159.3613 MW, Q=41.1781 MVar
[2026-05-17 01:13:43] [iter 78] [Bus 2] P/Q/CMD -> V_in=1.0100 pu, I_in=402.6000 A, PF=0.9417, V_out=1.0100 pu, I_out=402.6000 A, V_DT=1.0100 pu, P=72.9560 MW, Q=26.0660 MVar
[2026-05-17 01:13:43] [iter 78] [Bus 3] P/Q/CMD -> V_in=1.0020 pu, I_in=455.6000 A, PF=0.9047, V_out=1.0020 pu, I_out=455.6000 A, V_DT=1.0070 pu, P=78.6882 MW, Q=37.0565 MVar
[2026-05-17 01:13:43] [iter 78] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=489.9000 A, PF=0.8479, V_out=1.0100 pu, I_out=489.9000 A, V_DT=1.0100 pu, P=79.9331 MW, Q=49.9788 MVar
[2026-05-17 01:13:43] [iter 78] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=464.5667 A, PF=0.9614, V_out=1.0090 pu, I_out=464.5667 A, V_DT=1.0083 pu, P=85.8611 MW, Q=24.5736 MVar


[2026-05-17 01:13:47] [iter 79] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=765.3000 A, PF=0.9599, V_out=1.0220 pu, I_out=765.3000 A, V_DT=1.0200 pu, P=143.0415 MW, Q=41.7758 MVar
[2026-05-17 01:13:47] [iter 79] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=323.2000 A, PF=0.9256, V_out=1.0090 pu, I_out=323.2000 A, V_DT=1.0100 pu, P=57.5094 MW, Q=23.5172 MVar
[2026-05-17 01:13:47] [iter 79] [Bus 3] P/Q/CMD -> V_in=1.0050 pu, I_in=446.0333 A, PF=0.8925, V_out=1.0050 pu, I_out=446.0333 A, V_DT=1.0070 pu, P=76.2246 MW, Q=38.5220 MVar
[2026-05-17 01:13:47] [iter 79] [Bus 4] P/Q/CMD -> V_in=1.0140 pu, I_in=469.6000 A, PF=0.8842, V_out=1.0140 pu, I_out=469.6000 A, V_DT=1.0100 pu, P=80.2176 MW, Q=42.3777 MVar
[2026-05-17 01:13:47] [iter 79] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=467.2000 A, PF=0.9778, V_out=1.0070 pu, I_out=467.2000 A, V_DT=1.0083 pu, P=87.6467 MW, Q=18.7825 MVar


[2026-05-17 01:13:51] [iter 80] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=822.5000 A, PF=0.9642, V_out=1.0190 pu, I_out=822.5000 A, V_DT=1.0200 pu, P=153.9680 MW, Q=42.3446 MVar
[2026-05-17 01:13:51] [iter 80] [Bus 2] P/Q/CMD -> V_in=1.0160 pu, I_in=334.2333 A, PF=0.9724, V_out=1.0160 pu, I_out=334.2333 A, V_DT=1.0103 pu, P=62.9132 MW, Q=15.0955 MVar
[2026-05-17 01:13:51] [iter 80] [Bus 3] P/Q/CMD -> V_in=1.0110 pu, I_in=427.1000 A, PF=0.9426, V_out=1.0110 pu, I_out=427.1000 A, V_DT=1.0070 pu, P=77.5464 MW, Q=27.4715 MVar
[2026-05-17 01:13:51] [iter 80] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=458.2333 A, PF=0.9070, V_out=1.0100 pu, I_out=458.2333 A, V_DT=1.0100 pu, P=79.9777 MW, Q=37.1346 MVar
[2026-05-17 01:13:51] [iter 80] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=498.3667 A, PF=0.9806, V_out=1.0080 pu, I_out=498.3667 A, V_DT=1.0083 pu, P=93.8544 MW, Q=18.7613 MVar


[2026-05-17 01:13:55] [iter 81] [Bus 1] P/Q/CMD -> V_in=1.0270 pu, I_in=777.7333 A, PF=0.9696, V_out=1.0270 pu, I_out=777.7333 A, V_DT=1.0200 pu, P=147.5527 MW, Q=37.2375 MVar
[2026-05-17 01:13:55] [iter 81] [Bus 2] P/Q/CMD -> V_in=1.0090 pu, I_in=354.9667 A, PF=0.9005, V_out=1.0090 pu, I_out=354.9667 A, V_DT=1.0111 pu, P=61.4491 MW, Q=29.6741 MVar
[2026-05-17 01:13:55] [iter 81] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=388.3333 A, PF=0.9478, V_out=1.0040 pu, I_out=388.3333 A, V_DT=1.0081 pu, P=70.4058 MW, Q=23.6864 MVar
[2026-05-17 01:13:55] [iter 81] [Bus 4] P/Q/CMD -> V_in=1.0110 pu, I_in=451.1000 A, PF=0.9207, V_out=1.0110 pu, I_out=451.1000 A, V_DT=1.0100 pu, P=80.0010 MW, Q=33.9112 MVar
[2026-05-17 01:13:55] [iter 81] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=490.3667 A, PF=0.9881, V_out=1.0090 pu, I_out=490.3667 A, V_DT=1.0082 pu, P=93.1465 MW, Q=14.4997 MVar


[2026-05-17 01:13:59] [iter 82] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=774.7667 A, PF=0.9759, V_out=1.0220 pu, I_out=774.7667 A, V_DT=1.0200 pu, P=147.2246 MW, Q=32.9205 MVar
[2026-05-17 01:13:59] [iter 82] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=337.6000 A, PF=0.9598, V_out=1.0080 pu, I_out=337.6000 A, V_DT=1.0105 pu, P=62.2296 MW, Q=18.1985 MVar
[2026-05-17 01:13:59] [iter 82] [Bus 3] P/Q/CMD -> V_in=1.0060 pu, I_in=427.0000 A, PF=0.9343, V_out=1.0060 pu, I_out=427.0000 A, V_DT=1.0080 pu, P=76.4655 MW, Q=29.1759 MVar
[2026-05-17 01:13:59] [iter 82] [Bus 4] P/Q/CMD -> V_in=1.0100 pu, I_in=472.0333 A, PF=0.8796, V_out=1.0100 pu, I_out=472.0333 A, V_DT=1.0100 pu, P=79.8974 MW, Q=43.2109 MVar
[2026-05-17 01:13:59] [iter 82] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=475.9333 A, PF=0.9588, V_out=1.0090 pu, I_out=475.9333 A, V_DT=1.0084 pu, P=87.7240 MW, Q=25.9917 MVar


[2026-05-17 01:14:03] [iter 83] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=766.0333 A, PF=0.9638, V_out=1.0200 pu, I_out=766.0333 A, V_DT=1.0200 pu, P=143.4789 MW, Q=39.6921 MVar
[2026-05-17 01:14:03] [iter 83] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=363.5000 A, PF=0.9023, V_out=1.0130 pu, I_out=363.5000 A, V_DT=1.0109 pu, P=63.3021 MW, Q=30.2450 MVar
[2026-05-17 01:14:03] [iter 83] [Bus 3] P/Q/CMD -> V_in=1.0040 pu, I_in=391.5333 A, PF=0.9411, V_out=1.0040 pu, I_out=391.5333 A, V_DT=1.0079 pu, P=70.4842 MW, Q=25.3243 MVar
[2026-05-17 01:14:03] [iter 83] [Bus 4] P/Q/CMD -> V_in=1.0160 pu, I_in=475.6000 A, PF=0.8686, V_out=1.0160 pu, I_out=475.6000 A, V_DT=1.0100 pu, P=79.9666 MW, Q=45.6189 MVar
[2026-05-17 01:14:03] [iter 83] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=485.2667 A, PF=0.9566, V_out=1.0070 pu, I_out=485.2667 A, V_DT=1.0081 pu, P=89.0622 MW, Q=27.1306 MVar


[2026-05-17 01:14:08] [iter 84] [Bus 1] P/Q/CMD -> V_in=1.0220 pu, I_in=822.1000 A, PF=0.9588, V_out=1.0220 pu, I_out=822.1000 A, V_DT=1.0200 pu, P=153.4818 MW, Q=45.4750 MVar
[2026-05-17 01:14:08] [iter 84] [Bus 2] P/Q/CMD -> V_in=1.0080 pu, I_in=364.1000 A, PF=0.9102, V_out=1.0080 pu, I_out=364.1000 A, V_DT=1.0104 pu, P=63.6460 MW, Q=28.9609 MVar
[2026-05-17 01:14:08] [iter 84] [Bus 3] P/Q/CMD -> V_in=1.0060 pu, I_in=466.5333 A, PF=0.8824, V_out=1.0060 pu, I_out=466.5333 A, V_DT=1.0078 pu, P=78.9041 MW, Q=42.0720 MVar
[2026-05-17 01:14:08] [iter 84] [Bus 4] P/Q/CMD -> V_in=1.0060 pu, I_in=489.7333 A, PF=0.8462, V_out=1.0060 pu, I_out=489.7333 A, V_DT=1.0100 pu, P=79.4299 MW, Q=50.0183 MVar
[2026-05-17 01:14:08] [iter 84] [Bus 5] P/Q/CMD -> V_in=1.0070 pu, I_in=473.1333 A, PF=0.9726, V_out=1.0070 pu, I_out=473.1333 A, V_DT=1.0080 pu, P=88.2878 MW, Q=21.1038 MVar


[2026-05-17 01:14:12] [iter 85] [Bus 1] P/Q/CMD -> V_in=1.0190 pu, I_in=648.7333 A, PF=0.9608, V_out=1.0190 pu, I_out=648.7333 A, V_DT=1.0200 pu, P=121.0115 MW, Q=34.9183 MVar
[2026-05-17 01:14:12] [iter 85] [Bus 2] P/Q/CMD -> V_in=1.0130 pu, I_in=276.0000 A, PF=0.9514, V_out=1.0130 pu, I_out=276.0000 A, V_DT=1.0095 pu, P=50.6798 MW, Q=16.4045 MVar
[2026-05-17 01:14:12] [iter 85] [Bus 3] P/Q/CMD -> V_in=1.0060 pu, I_in=361.1333 A, PF=0.9216, V_out=1.0060 pu, I_out=361.1333 A, V_DT=1.0063 pu, P=63.7913 MW, Q=26.8663 MVar
[2026-05-17 01:14:12] [iter 85] [Bus 4] P/Q/CMD -> V_in=1.0090 pu, I_in=450.2333 A, PF=0.9213, V_out=1.0090 pu, I_out=450.2333 A, V_DT=1.0100 pu, P=79.7413 MW, Q=33.6564 MVar
[2026-05-17 01:14:12] [iter 85] [Bus 5] P/Q/CMD -> V_in=1.0080 pu, I_in=462.3000 A, PF=0.9652, V_out=1.0080 pu, I_out=462.3000 A, V_DT=1.0082 pu, P=85.6949 MW, Q=23.2183 MVar


[2026-05-17 01:14:16] [iter 86] [Bus 1] P/Q/CMD -> V_in=1.0230 pu, I_in=813.3000 A, PF=0.9716, V_out=1.0230 pu, I_out=813.3000 A, V_DT=1.0200 pu, P=154.0165 MW, Q=37.5101 MVar
[2026-05-17 01:14:16] [iter 86] [Bus 2] P/Q/CMD -> V_in=1.0070 pu, I_in=315.4667 A, PF=0.9261, V_out=1.0070 pu, I_out=315.4667 A, V_DT=1.0118 pu, P=56.0524 MW, Q=22.8348 MVar
[2026-05-17 01:14:16] [iter 86] [Bus 3] P/Q/CMD -> V_in=0.9990 pu, I_in=475.1667 A, PF=0.9141, V_out=0.9990 pu, I_out=475.1667 A, V_DT=1.0088 pu, P=82.6720 MW, Q=36.6728 MVar
[2026-05-17 01:14:16] [iter 86] [Bus 4] P/Q/CMD -> V_in=1.0070 pu, I_in=471.7667 A, PF=0.8811, V_out=1.0070 pu, I_out=471.7667 A, V_DT=1.0100 pu, P=79.7508 MW, Q=42.8062 MVar
[2026-05-17 01:14:16] [iter 86] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=487.7333 A, PF=0.9833, V_out=1.0090 pu, I_out=487.7333 A, V_DT=1.0082 pu, P=92.1962 MW, Q=17.0639 MVar


[2026-05-17 01:14:20] [iter 87] [Bus 1] P/Q/CMD -> V_in=1.0210 pu, I_in=716.4333 A, PF=0.9639, V_out=1.0210 pu, I_out=716.4333 A, V_DT=1.0200 pu, P=134.3343 MW, Q=37.1080 MVar
[2026-05-17 01:14:20] [iter 87] [Bus 2] P/Q/CMD -> V_in=1.0050 pu, I_in=330.1000 A, PF=0.9066, V_out=1.0050 pu, I_out=330.1000 A, V_DT=1.0103 pu, P=57.3034 MW, Q=26.6728 MVar
[2026-05-17 01:14:20] [iter 87] [Bus 3] P/Q/CMD -> V_in=1.0120 pu, I_in=336.7333 A, PF=0.9285, V_out=1.0120 pu, I_out=336.7333 A, V_DT=1.0070 pu, P=60.2840 MW, Q=24.1092 MVar
[2026-05-17 01:14:20] [iter 87] [Bus 4] P/Q/CMD -> V_in=1.0120 pu, I_in=471.7333 A, PF=0.8818, V_out=1.0120 pu, I_out=471.7333 A, V_DT=1.0100 pu, P=80.2048 MW, Q=42.8969 MVar
[2026-05-17 01:14:20] [iter 87] [Bus 5] P/Q/CMD -> V_in=1.0090 pu, I_in=513.7667 A, PF=0.9640, V_out=1.0090 pu, I_out=513.7667 A, V_DT=1.0083 pu, P=95.2111 MW, Q=26.2623 MVar


