timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-05-16 23:30:44.048879,1,normal,field,h2,h3,0.0
2026-05-16 23:31:04.774787,2,normal,field,h2,h3,0.0
2026-05-16 23:31:25.286697,3,normal,field,h2,h3,0.0
2026-05-16 23:31:45.706781,1,normal,system,h3,h4,0.0
2026-05-16 23:32:06.951380,2,normal,system,h3,h4,0.0
2026-05-16 23:32:27.432522,3,normal,system,h3,h4,0.0
