timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-08 00:13:07.129003,1,field,h2,h3,5.01,ok,,
2026-05-08 00:13:15.205495,1,system,h3,h4,4.72,ok,,
