cmd_id,origin_cycle,ts_received,ts_sent,bus,breaker_DT
3,7,1780260217.610151,1780260217.612731,1,1
3,7,1780260217.610151,1780260217.612731,2,1
3,7,1780260217.610151,1780260217.612731,3,1
3,7,1780260217.610151,1780260217.612731,4,0
3,7,1780260217.610151,1780260217.612731,5,0
4,8,1780260218.612698,1780260218.615204,1,1
4,8,1780260218.612698,1780260218.615204,2,1
4,8,1780260218.612698,1780260218.615204,3,1
4,8,1780260218.612698,1780260218.615204,4,1
4,8,1780260218.612698,1780260218.615204,5,0
5,9,1780260219.613389,1780260219.616069,1,0
5,9,1780260219.613389,1780260219.616069,2,0
5,9,1780260219.613389,1780260219.616069,3,0
5,9,1780260219.613389,1780260219.616069,4,1
5,9,1780260219.613389,1780260219.616069,5,1
7,11,1780260220.614911,1780260220.617224,1,1
7,11,1780260220.614911,1780260220.617224,2,1
7,11,1780260220.614911,1780260220.617224,3,0
7,11,1780260220.614911,1780260220.617224,4,0
7,11,1780260220.614911,1780260220.617224,5,1
9,13,1780260221.642471,1780260221.645496,1,1
9,13,1780260221.642471,1780260221.645496,2,1
9,13,1780260221.642471,1780260221.645496,3,1
9,13,1780260221.642471,1780260221.645496,4,1
9,13,1780260221.642471,1780260221.645496,5,0
11,15,1780260222.658418,1780260222.660750,1,1
11,15,1780260222.658418,1780260222.660750,2,1
11,15,1780260222.658418,1780260222.660750,3,0
11,15,1780260222.658418,1780260222.660750,4,1
11,15,1780260222.658418,1780260222.660750,5,1
12,16,1780260223.658956,1780260223.660974,1,1
12,16,1780260223.658956,1780260223.660974,2,1
12,16,1780260223.658956,1780260223.660974,3,1
12,16,1780260223.658956,1780260223.660974,4,0
12,16,1780260223.658956,1780260223.660974,5,1
13,17,1780260224.695279,1780260224.697863,1,0
13,17,1780260224.695279,1780260224.697863,2,0
13,17,1780260224.695279,1780260224.697863,3,0
13,17,1780260224.695279,1780260224.697863,4,1
13,17,1780260224.695279,1780260224.697863,5,0
14,18,1780260225.696543,1780260225.698891,1,1
14,18,1780260225.696543,1780260225.698891,2,1
14,18,1780260225.696543,1780260225.698891,3,1
14,18,1780260225.696543,1780260225.698891,4,1
14,18,1780260225.696543,1780260225.698891,5,1
15,19,1780260226.696907,1780260226.699373,1,1
15,19,1780260226.696907,1780260226.699373,2,1
15,19,1780260226.696907,1780260226.699373,3,1
15,19,1780260226.696907,1780260226.699373,4,0
15,19,1780260226.696907,1780260226.699373,5,0
16,20,1780260227.697965,1780260227.699881,1,1
16,20,1780260227.697965,1780260227.699881,2,0
16,20,1780260227.697965,1780260227.699881,3,0
16,20,1780260227.697965,1780260227.699881,4,1
16,20,1780260227.697965,1780260227.699881,5,0
17,21,1780260228.699322,1780260228.704607,1,0
17,21,1780260228.699322,1780260228.704607,2,0
17,21,1780260228.699322,1780260228.704607,3,0
17,21,1780260228.699322,1780260228.704607,4,1
17,21,1780260228.699322,1780260228.704607,5,1
18,22,1780260229.699760,1780260229.702924,1,1
18,22,1780260229.699760,1780260229.702924,2,1
18,22,1780260229.699760,1780260229.702924,3,1
18,22,1780260229.699760,1780260229.702924,4,1
18,22,1780260229.699760,1780260229.702924,5,0
19,23,1780260230.702164,1780260230.705697,1,1
